,DP_splits,DP_moms_splits,cdcl_splits,cdcl_moms_splits,cdcl_chron_splits,cdcl_chron_moms_splits,sudoku_given_clauses,DP_list_sat_clauses,DP_moms_list_sat_clauses,cdcl_list_sat_clauses,cdcl_moms_list_sat_clauses,cdcl_chron_list_sat_clauses,cdcl_chron_moms_list_sat_clauses
924,0,0,0,0,0,0,56,[7200],[7200],[7200],[7200],[7200],[7200]
925,0,0,0,0,0,0,59,[10643],[10643],[10644],[10644],[10644],[10644]
926,0,0,0,0,0,0,64,[10643],[10643],[10644],[10644],[10644],[10644]
927,0,0,0,0,0,0,59,[10643],[10643],[10644],[10644],[10644],[10644]
928,0,0,0,0,0,0,57,[10643],[10643],[10644],[10644],[10644],[10644]
929,0,0,0,0,0,0,59,[10643],[10643],[10644],[10644],[10644],[10644]
930,0,0,0,0,0,0,63,[10643],[10643],[10644],[10644],[10644],[10644]
931,0,0,0,0,0,0,63,[10643],[10643],[10644],[10644],[10644],[10644]
932,0,0,0,0,0,0,57,[10643],[10643],[10644],[10644],[10644],[10644]
933,0,0,0,0,0,0,59,[4578],[4578],[4578],[4578],[4578],[4578]
934,0,0,0,0,0,0,51,[2586],[2586],[2586],[2586],[2586],[2586]
935,0,0,0,0,0,0,57,[10388],[10388],[10389],[10389],[10389],[10389]
936,0,0,0,0,0,0,51,[10643],[10643],[10644],[10644],[10644],[10644]
937,0,0,0,0,0,0,60,[6642],[6642],[6642],[6642],[6642],[6642]
938,0,0,0,0,0,0,59,[1056],[1056],[1056],[1056],[1056],[1056]
939,0,0,0,0,0,0,65,[9833],[9833],[9834],[9834],[9834],[9834]
940,0,0,0,0,0,0,66,[10643],[10643],[10644],[10644],[10644],[10644]
941,0,0,0,0,0,0,56,[3096],[3096],[3096],[3096],[3096],[3096]
942,0,0,0,0,0,0,65,[10643],[10643],[10644],[10644],[10644],[10644]
943,0,0,0,0,0,0,51,[10388],[10388],[10389],[10389],[10389],[10389]
944,0,0,0,0,0,0,61,[7200],[7200],[7200],[7200],[7200],[7200]
945,0,0,0,0,0,0,48,[4578],[4578],[4578],[4578],[4578],[4578]
946,0,0,0,0,0,0,54,[5068],[5068],[5068],[5068],[5068],[5068]
947,0,0,0,0,0,0,55,[10643],[10643],[10644],[10644],[10644],[10644]
948,0,0,0,0,0,0,59,[3598],[3598],[3598],[3598],[3598],[3598]
949,0,0,0,0,0,0,58,[2586],[2586],[2586],[2586],[2586],[2586]
950,0,0,0,0,0,0,50,[6642],[6642],[6642],[6642],[6642],[6642]
951,0,0,0,0,0,0,59,[10118],[10118],[10119],[10119],[10119],[10119]
952,0,0,0,0,0,0,57,[10643],[10643],[10644],[10644],[10644],[10644]
953,0,0,0,0,0,0,66,[5068],[5068],[5068],[5068],[5068],[5068]
954,0,0,0,0,0,0,57,[10118],[10118],[10119],[10119],[10119],[10119]
955,0,0,0,0,0,0,52,[8888],[8888],[8889],[8889],[8889],[8889]
956,0,0,0,0,0,0,55,[7200],[7200],[7200],[7200],[7200],[7200]
957,0,0,0,0,0,0,61,[3598],[3598],[3598],[3598],[3598],[3598]
958,0,0,0,0,0,0,63,[10643],[10643],[10644],[10644],[10644],[10644]
959,0,0,0,0,0,0,58,[10643],[10643],[10644],[10644],[10644],[10644]
960,0,0,0,0,0,0,56,[2084],[2084],[2084],[2084],[2084],[2084]
961,0,0,0,0,0,0,59,[10643],[10643],[10644],[10644],[10644],[10644]
962,0,0,0,0,0,0,57,[2084],[2084],[2084],[2084],[2084],[2084]
963,0,0,0,0,0,0,55,[10643],[10643],[10644],[10644],[10644],[10644]
964,0,0,0,0,0,0,60,[6642],[6642],[6642],[6642],[6642],[6642]
965,0,0,0,0,0,0,59,[10643],[10643],[10644],[10644],[10644],[10644]
966,0,0,0,0,0,0,65,[1574],[1574],[1574],[1574],[1574],[1574]
967,0,0,0,0,0,0,66,[9218],[9218],[9219],[9219],[9219],[9219]
968,0,0,0,0,0,0,62,[10643],[10643],[10644],[10644],[10644],[10644]
969,0,0,0,0,0,0,56,[8888],[8888],[8889],[8889],[8889],[8889]
970,0,0,0,0,0,0,54,[10643],[10643],[10644],[10644],[10644],[10644]
971,0,0,0,0,0,0,55,[9218],[9218],[9219],[9219],[9219],[9219]
972,0,0,0,0,0,0,59,[10643],[10643],[10644],[10644],[10644],[10644]
973,0,0,0,0,0,0,58,[10643],[10643],[10644],[10644],[10644],[10644]
974,0,0,0,0,0,0,57,[10643],[10643],[10644],[10644],[10644],[10644]
975,0,0,0,0,0,0,55,[10643],[10643],[10644],[10644],[10644],[10644]
976,0,0,0,0,0,0,62,[3096],[3096],[3096],[3096],[3096],[3096]
977,0,0,0,0,0,0,60,[4578],[4578],[4578],[4578],[4578],[4578]
978,0,0,0,0,0,0,58,[10643],[10643],[10644],[10644],[10644],[10644]
979,0,0,0,0,0,0,52,[1574],[1574],[1574],[1574],[1574],[1574]
980,0,0,0,0,0,0,66,[10388],[10388],[10389],[10389],[10389],[10389]
981,0,0,0,0,0,0,58,[10643],[10643],[10644],[10644],[10644],[10644]
982,0,0,0,0,0,0,64,[2586],[2586],[2586],[2586],[2586],[2586]
983,0,0,0,0,0,0,68,[2586],[2586],[2586],[2586],[2586],[2586]
984,0,0,0,0,0,0,56,[1056],[1056],[1056],[1056],[1056],[1056]
985,0,0,0,0,0,0,76,[2586],[2586],[2586],[2586],[2586],[2586]
986,0,0,0,0,0,0,61,[9218],[9218],[9219],[9219],[9219],[9219]
987,0,0,0,0,0,0,55,[4092],[4092],[4092],[4092],[4092],[4092]
988,0,0,0,0,0,0,59,[2084],[2084],[2084],[2084],[2084],[2084]
989,0,0,0,0,0,0,59,[4092],[4092],[4092],[4092],[4092],[4092]
990,0,0,0,0,0,0,56,[10643],[10643],[10644],[10644],[10644],[10644]
991,0,0,0,0,0,0,60,[10643],[10643],[10644],[10644],[10644],[10644]
992,0,0,0,0,0,0,55,[10643],[10643],[10644],[10644],[10644],[10644]
993,0,0,0,0,0,0,54,[5068],[5068],[5068],[5068],[5068],[5068]
994,0,0,0,0,0,0,53,[10388],[10388],[10389],[10389],[10389],[10389]
995,0,0,0,0,0,0,57,[10643],[10643],[10644],[10644],[10644],[10644]
996,0,0,0,0,0,0,56,[10643],[10643],[10644],[10644],[10644],[10644]
997,0,0,0,0,0,0,56,[10643],[10643],[10644],[10644],[10644],[10644]
998,0,0,0,0,0,0,59,[5068],[5068],[5068],[5068],[5068],[5068]
999,0,0,0,0,0,0,59,[1056],[1056],[1056],[1056],[1056],[1056]
